AHRI Ref. #,Outdoor Unit Brand Name,Outdoor Unit Series Name,Outdoor Unit Model Number,Indoor Unit Brand Name,Mini/Multi-Split Indoor Unit Type,Indoor Unit Model Number,Furnace Model Number,"Cooling Capacity (95F), btuh (Appendix M1) *",EER2 (95F) (Appendix M1) *,SEER2 (Appendix M1) *,"Cooling Capacity (95F), btuh (Appendix M) *",EER (95F) (Appendix M) *,IEER (95F) (Appendix M) *,SEER (Appendix M) *,"Full-Load Cooling Air Volume Rate, scfm (Appendix M1)","Full-Load Cooling Air Volume Rate, scfm (Appendix M)","Intermediate Cooling Air Volume Rate, scfm (Appendix M)","Minimum Cooling Air Volume Rate, scfm (Appendix M)",Model Status,Manufacturer Type,AHRI Type,Split or Packaged?,Phase,Designated Tested Combination?,Region,Refrigerant Type,Sold In?,CEE Tier,Energy Guide Label,ENERGY STAR ® Certified?,Potential Eligibility for IRA Tax Credit,Is Rerated
215489258,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,ADVT960403B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489259,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,ADVT960403B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489261,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,ADVT800805C,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489262,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,ADVT800805C,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489263,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,ADVT800805C,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489265,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,A*VT800804C*A*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489266,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,A*VT800804C*A*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489267,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,A*VT800804C*A*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489270,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,ADVT800803B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489271,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,ADVT800803B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489272,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,ADVT800803B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489275,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,A*VT800604B*A*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489276,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,A*VT800604B*A*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489277,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,A*VT800604B*A*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489280,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,ADVT800603B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489281,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,ADVT800603B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489282,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,ADVT800603B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489284,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,A*VS960805CUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489285,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,A*VS960805CUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489286,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,A*VS960805CUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489289,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,A*VS960603BUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489290,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,A*VS960603BUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489291,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,A*VS960603BUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489293,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,A*VS800805CUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489294,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,A*VS800805CUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489295,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,A*VS800805CUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489298,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,A*VS800604BUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489299,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,A*VS800604BUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489300,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,A*VS800604BUA*,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489302,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,ADVM970804C,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489303,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,ADVM970804C,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489304,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,ADVM970804C,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489307,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,ADVM970803B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489308,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,ADVM970803B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489309,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,ADVM970803B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489312,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3626,ADVM970603B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489313,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA3022,ADVM970603B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489314,AMANA,AXV6SA,AXV6SA2410,AMANA,,CAPEA2418,ADVM970603B,23200,10.2,18,,,,,800,800,560,560,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489316,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVM970603B,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489317,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVM970803B,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489318,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVM970804C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489319,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVM971005C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489320,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VS800604BUA*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489321,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VS800805CUA*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489322,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VS960603BUA*,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489323,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VS960805CUA*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489324,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVT800603B,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489325,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VT800604B*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489326,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVT800803B,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489327,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VT800804C*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489328,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVT800805C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489329,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVT801005C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489330,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVT960403B,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489331,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVT960603B,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489332,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VT960803BNA*,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489333,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVT960804C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489334,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,ADVT961005C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489335,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022+MBVK12BP1X00A*,,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489336,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022+MBVK16CP1X00A*,,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489337,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVM970603B,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489338,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVM970803B,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489339,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVM970804C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489340,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVM971005C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489341,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VS800604BUA*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489342,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VS800805CUA*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489343,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VS960603BUA*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489344,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VS960805CUA*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489345,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVT800603B,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489346,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VT800604B*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489347,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVT800803B,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489348,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VT800804C*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489349,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVT800805C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489350,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVT801005C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215489351,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVT960403B,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489352,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVT960603B,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489353,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VT960803BNA*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489354,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVT960804C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489355,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,ADVT961005C,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489356,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626+MBVK12BP1X00A*,,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215489357,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626+MBVK16CP1X00A*,,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490053,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VM970603BNB*,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490054,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VM970803BNB*,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490055,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VM970804CNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490056,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VM971005CNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490057,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC800603B*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490058,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC800604B*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490059,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC800803B*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490060,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC800804C*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490061,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC800805C*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490062,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC801005C*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490063,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC960403BNB*,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490064,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC960603BNB*,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490065,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC960803BNB*,28400,9.8,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490066,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC960804CNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490067,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3022,A*VC961005CNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490068,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VM970603BNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490069,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VM970803BNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490070,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VM970804CNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490071,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VM971005CNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490072,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC800603B*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490073,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC800604B*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490074,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC800803B*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490075,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC800804C*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490076,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC800805C*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490077,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC801005C*A*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490078,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC960403BNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490079,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC960603BNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490080,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC960803BNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490081,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC960804CNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490082,AMANA,AXV6SA,AXV6SA3010,AMANA,,CAPEA3626,A*VC961005CNB*,28400,10,17.5,,,,,1010,1010,710,710,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490099,AMANA,AXV6SA,AXV6SA3610,AMANA,,CAPEA3626,A*VC961205DNB*,33000,9.8,16.6,,,,,1260,1260,880,880,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490102,AMANA,AXV6SA,AXV6SA3610,AMANA,,CAPEA3626,A*VC961005CNB*,33000,9.8,16,,,,,1260,1260,880,880,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490105,AMANA,AXV6SA,AXV6SA3610,AMANA,,CAPEA3626,A*VC960804CNB*,33000,9.8,16,,,,,1260,1260,880,880,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215490108,AMANA,AXV6SA,AXV6SA3610,AMANA,,CAPEA3626,A*VC801005C*A*,33000,9.8,16.6,,,,,1260,1260,880,880,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490110,AMANA,AXV6SA,AXV6SA3610,AMANA,,CAPEA3626,A*VC800805D*A*,33000,9.8,16.6,,,,,1260,1260,880,880,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490113,AMANA,AXV6SA,AXV6SA3610,AMANA,,CAPEA3626,A*VC800805C*A*,33000,9.8,16.6,,,,,1260,1260,880,880,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
215490116,AMANA,AXV6SA,AXV6SA3610,AMANA,,CAPEA3626,A*VC800804C*A*,33000,9.8,16.6,,,,,1260,1260,880,880,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
